caso id, Timestamp de inicio, Timestamp de finalizacion ,Actividad,Recurso,Rol
748,2011/07/04 16:37:00.000,2011/07/04 16:37:00.000,Elige La Mejor Opcion,Penn Osterwalder,Solicitante
748,2011/07/05 00:29:00.000,2011/07/05 04:36:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
748,2011/07/05 17:43:00.000,2011/07/05 17:50:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
748,2011/07/07 05:09:00.000,2011/07/07 05:22:00.000,Confirmar Orden De Compra,Karen Clarens,Proveedor
748,2011/07/07 14:17:00.000,2011/07/08 21:48:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
748,2011/07/09 05:08:00.000,2011/07/09 05:09:00.000,Liberar Orden De Compra,Christian Francois,Solicitante
748,2011/07/09 09:55:00.000,2011/07/09 09:56:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
748,2011/07/13 15:49:00.000,2011/07/13 15:49:00.000,Enviar La Factura,Kiu Kan,Proveedor
748,2011/07/14 06:17:00.000,2011/07/14 06:20:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
748,2011/07/14 06:20:00.000,2011/07/14 06:20:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
748,2011/07/14 06:38:00.000,2011/07/14 06:52:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
152,2011/01/20 00:20:00.000,2011/01/20 00:29:00.000,Crear solicitud de compra,Clement Duchot,Solicitante
152,2011/01/20 23:11:00.000,2011/01/20 23:18:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
152,2011/01/20 23:23:00.000,2011/01/20 23:24:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
152,2011/01/23 06:28:00.000,2011/01/23 06:49:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
152,2011/01/23 07:38:00.000,2011/01/23 07:45:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Kim Passa,Gerente Del Solicitante
152,2011/01/25 04:16:00.000,2011/01/25 04:42:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
152,2011/01/25 05:21:00.000,2011/01/25 05:28:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
152,2011/01/25 16:57:00.000,2011/01/25 17:15:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
152,2011/01/25 18:03:00.000,2011/01/25 18:15:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Elvira Lores,Gerente Del Solicitante
152,2011/01/26 04:42:00.000,2011/01/26 05:07:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
152,2011/01/28 15:10:00.000,2011/01/28 15:22:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
152,2011/01/28 19:18:00.000,2011/01/28 21:17:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
152,2011/01/29 03:37:00.000,2011/01/29 04:07:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Tesca Lobes,Solicitante
152,2011/01/29 04:07:00.000,2011/01/29 04:07:00.000,Elige La Mejor Opcion,Nico Ojenbeer,Solicitante
152,2011/01/30 00:58:00.000,2011/01/30 08:45:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
152,2011/01/30 09:42:00.000,2011/01/30 09:52:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
152,2011/01/31 03:13:00.000,2011/01/31 03:32:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
152,2011/01/31 13:02:00.000,2011/02/01 07:07:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
152,2011/02/01 14:08:00.000,2011/02/01 14:09:00.000,Liberar Orden De Compra,Kim Passa,Solicitante
152,2011/02/01 20:37:00.000,2011/02/01 20:38:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
152,2011/02/02 19:12:00.000,2011/02/02 19:12:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
152,2011/02/03 09:27:00.000,2011/02/03 09:31:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
152,2011/02/03 09:31:00.000,2011/02/03 09:31:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
152,2011/02/03 10:15:00.000,2011/02/03 10:29:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
153,2011/01/20 08:25:00.000,2011/01/20 08:34:00.000,Crear solicitud de compra,Nico Ojenbeer,Solicitante
153,2011/01/21 02:59:00.000,2011/01/21 03:07:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
153,2011/01/21 03:12:00.000,2011/01/21 03:13:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
153,2011/01/22 17:23:00.000,2011/01/22 17:55:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
153,2011/01/22 18:37:00.000,2011/01/22 18:46:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Miu Hanwan,Gerente Del Solicitante
153,2011/01/23 06:36:00.000,2011/01/23 07:05:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
153,2011/01/23 19:25:00.000,2011/01/23 19:41:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
153,2011/01/23 20:53:00.000,2011/01/23 22:13:00.000,Crear El Mapa De Comparacion De Cotizaciones,Karel de Groot,Agente De Compras
153,2011/01/24 04:31:00.000,2011/01/24 04:48:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Alberto Duport,Solicitante
153,2011/01/24 04:48:00.000,2011/01/24 04:48:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
153,2011/01/25 02:13:00.000,2011/01/25 06:30:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
153,2011/01/25 15:46:00.000,2011/01/25 15:54:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
153,2011/01/27 04:51:00.000,2011/01/27 05:02:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
153,2011/01/28 13:59:00.000,2011/01/29 06:26:00.000,Entrega De Bienes O Servicios,Esmeralda Clay,Proveedor
153,2011/01/29 13:54:00.000,2011/01/29 13:55:00.000,Liberar Orden De Compra,Christian Francois,Solicitante
153,2011/01/30 09:15:00.000,2011/01/30 09:16:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
153,2011/01/31 18:25:00.000,2011/01/31 18:25:00.000,Enviar La Factura,Kiu Kan,Proveedor
153,2011/02/01 08:35:00.000,2011/02/01 08:41:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
153,2011/02/01 08:41:00.000,2011/02/01 08:41:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
153,2011/02/01 08:50:00.000,2011/02/01 08:56:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
150,2011/01/19 15:05:00.000,2011/01/19 15:22:00.000,Crear solicitud de compra,Nico Ojenbeer,Solicitante
150,2011/01/20 00:49:00.000,2011/01/20 00:55:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
150,2011/01/20 00:59:00.000,2011/01/20 01:01:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
150,2011/01/23 07:45:00.000,2011/01/23 07:57:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
150,2011/01/23 20:07:00.000,2011/01/23 20:36:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
150,2011/01/23 22:40:00.000,2011/01/24 03:22:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
150,2011/01/24 09:54:00.000,2011/01/24 10:19:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Fjodor Kowalski,Solicitante
150,2011/01/24 10:19:00.000,2011/01/24 10:19:00.000,Elige La Mejor Opcion,Elvira Lores,Solicitante
150,2011/01/24 18:47:00.000,2011/01/25 00:58:00.000,Resolver Condiciones Con El Proveedor,Karel de Groot,Agente De Compras
150,2011/01/25 12:02:00.000,2011/01/25 12:13:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
150,2011/01/27 07:45:00.000,2011/01/27 07:55:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
150,2011/01/27 21:49:00.000,2011/01/29 07:44:00.000,Entrega De Bienes O Servicios,Carmen Finacse,Proveedor
150,2011/01/29 15:22:00.000,2011/01/29 15:23:00.000,Liberar Orden De Compra,Penn Osterwalder,Solicitante
150,2011/01/30 00:20:00.000,2011/01/30 00:21:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
150,2011/01/31 17:42:00.000,2011/01/31 17:42:00.000,Enviar La Factura,Kiu Kan,Proveedor
150,2011/02/01 08:05:00.000,2011/02/01 08:05:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
150,2011/02/01 08:27:00.000,2011/02/01 08:40:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
151,2011/01/19 16:32:00.000,2011/01/19 17:21:00.000,Crear solicitud de compra,Anne Olwada,Solicitante
151,2011/01/20 13:14:00.000,2011/01/20 13:21:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
749,2011/04/19 18:02:00.000,2011/04/19 18:29:00.000,Crear solicitud de compra,Miu Hanwan,Solicitante
749,2011/04/19 22:59:00.000,2011/04/19 23:08:00.000,Crear Solicitud De Cotizacion Del Solicitante,Clement Duchot,Solicitante
749,2011/05/08 14:39:00.000,2011/05/08 15:00:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
749,2011/05/08 15:43:00.000,2011/05/08 15:52:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
749,2011/05/21 22:13:00.000,2011/05/21 22:33:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
749,2011/05/21 23:28:00.000,2011/05/21 23:40:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Christian Francois,Gerente Del Solicitante
749,2011/05/31 21:25:00.000,2011/05/31 21:57:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
749,2011/06/01 13:59:00.000,2011/06/01 14:20:00.000,Modificar La Solicitud De Cotizacion Del Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
749,2011/06/22 08:11:00.000,2011/06/22 08:36:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
749,2011/06/22 17:06:00.000,2011/06/22 17:19:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Karel de Groot,Agente De Compras
749,2011/06/23 04:23:00.000,2011/06/23 08:12:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
749,2011/06/23 14:52:00.000,2011/06/23 15:11:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Miu Hanwan,Solicitante
749,2011/06/23 15:11:00.000,2011/06/23 15:11:00.000,Elige La Mejor Opcion,Christian Francois,Solicitante
749,2011/06/24 00:55:00.000,2011/06/24 09:57:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
749,2011/06/25 06:03:00.000,2011/06/25 06:15:00.000,Crear Orden De Compra,Francois de Perrier,Agente De Compras
749,2011/06/27 04:06:00.000,2011/06/27 04:26:00.000,Confirmar Orden De Compra,Esmeralda Clay,Proveedor
749,2011/06/29 10:38:00.000,2011/07/01 09:33:00.000,Entrega De Bienes O Servicios,Karen Clarens,Proveedor
749,2011/07/01 17:34:00.000,2011/07/01 17:35:00.000,Liberar Orden De Compra,Penn Osterwalder,Solicitante
749,2011/07/02 07:19:00.000,2011/07/02 07:20:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
749,2011/07/04 08:55:00.000,2011/07/04 08:55:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
749,2011/07/04 22:59:00.000,2011/07/04 23:02:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
749,2011/07/04 23:50:00.000,2011/07/05 00:03:00.000,Resolver La Disputa Con El Gerente Financiero Del Proveedor,Karalda Nimwada,Gerente Financiero
749,2011/07/05 00:03:00.000,2011/07/05 00:03:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
749,2011/07/05 01:08:00.000,2011/07/05 01:16:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
1725,2011/09/07 06:50:00.000,2011/09/07 07:17:00.000,Crear solicitud de compra,Fjodor Kowalski,Solicitante
1725,2011/09/08 00:38:00.000,2011/09/08 00:43:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1722,2011/09/06 18:37:00.000,2011/09/06 19:22:00.000,Crear solicitud de compra,Clement Duchot,Solicitante
1722,2011/09/06 21:44:00.000,2011/09/06 21:55:00.000,Crear Solicitud De Cotizacion Del Solicitante,Penn Osterwalder,Solicitante
1722,2011/09/11 14:55:00.000,2011/09/11 15:06:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1722,2011/09/11 15:47:00.000,2011/09/11 15:55:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Clement Duchot,Gerente Del Solicitante
1722,2011/09/11 20:37:00.000,2011/09/11 21:07:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1722,2011/09/11 21:56:00.000,2011/09/11 22:09:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Alberto Duport,Gerente Del Solicitante
1722,2011/09/15 05:27:00.000,2011/09/15 05:55:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
740,2011/04/17 16:59:00.000,2011/04/17 17:12:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
740,2011/04/18 15:56:00.000,2011/04/18 16:02:00.000,Analizar solicitud de compra,Maris Freeman,Gerente Del Solicitante
538,2011/03/18 01:22:00.000,2011/03/18 01:53:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
538,2011/03/18 20:24:00.000,2011/03/18 20:29:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
537,2011/03/17 23:38:00.000,2011/03/18 00:14:00.000,Crear solicitud de compra,Anne Olwada,Solicitante
537,2011/03/19 00:43:00.000,2011/03/19 00:49:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
537,2011/03/19 00:53:00.000,2011/03/19 00:55:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
537,2011/03/19 20:41:00.000,2011/03/19 21:14:00.000,Analizar La Solicitud De Cotizacion,Karel de Groot,Agente De Compras
537,2011/03/20 05:45:00.000,2011/03/20 06:13:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Magdalena Predutta,Agente De Compras
537,2011/03/20 06:36:00.000,2011/03/20 11:25:00.000,Crear El Mapa De Comparacion De Cotizaciones,Magdalena Predutta,Agente De Compras
537,2011/03/20 18:18:00.000,2011/03/20 18:35:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Tesca Lobes,Solicitante
537,2011/03/20 18:35:00.000,2011/03/20 18:35:00.000,Elige La Mejor Opcion,Penn Osterwalder,Solicitante
537,2011/03/21 02:59:00.000,2011/03/21 13:46:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
537,2011/03/21 16:22:00.000,2011/03/21 16:29:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
537,2011/03/22 18:37:00.000,2011/03/22 18:43:00.000,Confirmar Orden De Compra,Sean Manney,Proveedor
537,2011/03/25 01:31:00.000,2011/03/26 04:18:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
537,2011/03/26 12:10:00.000,2011/03/26 12:11:00.000,Liberar Orden De Compra,Elvira Lores,Solicitante
537,2011/03/26 17:35:00.000,2011/03/26 17:36:00.000,Approve Purchase Order for payment,Karel de Groot,Agente De Compras
537,2011/03/31 03:11:00.000,2011/03/31 03:11:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
537,2011/03/31 17:31:00.000,2011/03/31 17:38:00.000,Liberar Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
537,2011/03/31 17:38:00.000,2011/03/31 17:38:00.000,Autorizar El Pago De La Factura Del Proveedor,Pedro Alvares,Gerente Financiero
537,2011/03/31 18:24:00.000,2011/03/31 18:32:00.000,Pagar La Factura,Karalda Nimwada,Gerente Financiero
606,2011/03/26 14:52:00.000,2011/03/26 14:59:00.000,Crear solicitud de compra,Tesca Lobes,Solicitante
606,2011/03/27 00:59:00.000,2011/03/27 03:04:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
606,2011/03/27 03:12:00.000,2011/03/27 03:15:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Heinz Gutschmidt,Gerente Del Solicitante
606,2011/03/27 16:06:00.000,2011/03/27 16:15:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
606,2011/03/27 19:31:00.000,2011/03/27 19:55:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
606,2011/03/27 22:20:00.000,2011/03/28 01:03:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
606,2011/03/28 07:11:00.000,2011/03/28 07:28:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Elvira Lores,Solicitante
606,2011/03/28 07:28:00.000,2011/03/28 07:28:00.000,Elige La Mejor Opcion,Alberto Duport,Solicitante
606,2011/03/28 22:00:00.000,2011/03/29 03:12:00.000,Resolver Condiciones Con El Proveedor,Francois de Perrier,Agente De Compras
606,2011/03/29 16:41:00.000,2011/03/29 16:54:00.000,Crear Orden De Compra,Magdalena Predutta,Agente De Compras
606,2011/04/04 22:18:00.000,2011/04/04 22:50:00.000,Confirmar Orden De Compra,Carmen Finacse,Proveedor
606,2011/04/05 05:22:00.000,2011/04/06 13:52:00.000,Entrega De Bienes O Servicios,Sean Manney,Proveedor
606,2011/04/06 21:26:00.000,2011/04/06 21:27:00.000,Liberar Orden De Compra,Tesca Lobes,Solicitante
606,2011/04/07 10:25:00.000,2011/04/07 10:26:00.000,Approve Purchase Order for payment,Magdalena Predutta,Agente De Compras
606,2011/04/08 01:36:00.000,2011/04/08 01:36:00.000,Enviar La Factura,Esmeralda Clay,Proveedor
606,2011/04/08 15:51:00.000,2011/04/08 15:55:00.000,Liberar Factura Del Proveedor,Pedro Alvares,Gerente Financiero
606,2011/04/08 15:55:00.000,2011/04/08 15:55:00.000,Autorizar El Pago De La Factura Del Proveedor,Karalda Nimwada,Gerente Financiero
606,2011/04/08 15:58:00.000,2011/04/08 16:10:00.000,Pagar La Factura,Pedro Alvares,Gerente Financiero
744,2011/04/19 00:28:00.000,2011/04/19 01:12:00.000,Crear solicitud de compra,Kim Passa,Solicitante
744,2011/04/19 22:47:00.000,2011/04/19 22:54:00.000,Analizar solicitud de compra,Francis Odell,Gerente Del Solicitante
744,2011/04/19 22:59:00.000,2011/04/19 23:01:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Francis Odell,Gerente Del Solicitante
744,2011/05/01 11:58:00.000,2011/05/01 12:22:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1420,2011/07/23 22:37:00.000,2011/07/23 23:24:00.000,Crear solicitud de compra,Anna Kaufmann,Solicitante
1420,2011/07/24 16:32:00.000,2011/07/24 16:41:00.000,Analizar solicitud de compra,Heinz Gutschmidt,Gerente Del Solicitante
1420,2011/07/24 16:45:00.000,2011/07/24 16:47:00.000,Crear Solicitud De Cotizacion Para El Gerente Del Solicitante,Maris Freeman,Gerente Del Solicitante
1420,2011/08/08 03:37:00.000,2011/08/08 04:08:00.000,Analizar La Solicitud De Cotizacion,Francois de Perrier,Agente De Compras
1420,2011/08/08 05:17:00.000,2011/08/08 05:32:00.000,Modificar La Solicitud De Cotizacion Del Solicitante,Anne Olwada,Gerente Del Solicitante
1420,2011/09/21 05:27:00.000,2011/09/21 05:50:00.000,Analizar La Solicitud De Cotizacion,Magdalena Predutta,Agente De Compras
1420,2011/09/21 12:55:00.000,2011/09/21 13:25:00.000,Enviar Solicitud De Cotizacion Al Proveedor,Francois de Perrier,Agente De Compras
1420,2011/09/21 14:22:00.000,2011/09/21 19:38:00.000,Crear El Mapa De Comparacion De Cotizaciones,Francois de Perrier,Agente De Compras
1420,2011/09/22 02:45:00.000,2011/09/22 03:14:00.000,Analizar El Mapa De Comparacion De Cotizaciones,Miu Hanwan,Solicitante
1420,2011/09/22 03:14:00.000,2011/09/22 03:14:00.000,Elige La Mejor Opcion,Anne Olwada,Solicitante
1420,2011/09/22 09:46:00.000,2011/09/22 17:11:00.000,Resolver Condiciones Con El Proveedor,Magdalena Predutta,Agente De Compras
1420,2011/09/22 19:33:00.000,2011/09/22 19:44:00.000,Crear Orden De Compra,Karel de Groot,Agente De Compras
1420,2011/10/03 06:15:00.000,2011/10/03 06:30:00.000,Confirmar Orden De Compra,Kiu Kan,Proveedor
1420,2011/10/06 10:34:00.000,2011/10/06 16:50:00.000,Entrega De Bienes O Servicios,Kiu Kan,Proveedor
1420,2011/10/06 23:54:00.000,2011/10/06 23:55:00.000,Liberar Orden De Compra,Clement Duchot,Solicitante
1420,2011/10/07 23:04:00.000,2011/10/07 23:05:00.000,Approve Purchase Order for payment,Francois de Perrier,Agente De Compras
